,测试因子,年化收益率,年化夏普率,最大回撤率,alpha,beta,信息比率
0,random_forest_reg,0.18923787501072953,2.6747508143336365,0.33637434047693726,0.2046799086609944,0.8068355520894593,1.303291159712499
